HORODATE;SOUS_PROFIL;CATEGORIE;COEFFICIENT_PREPARE;COEFFICIENT_AJUSTE;COEFFICIENT_DYNAMIQUE;INDIC_DISPERS_POIDS_DYN;INDIC_PRECISION_DYN
2024-07-22T14:00:00+02:00;RES1_BASE;Residentiel;0.9949;0.9949;0.849506907;100;100
2024-07-22T18:00:00+02:00;RES1_BASE;Residentiel;1.0037;1.0037;0.89762037;100;100
2024-07-22T19:30:00+02:00;RES1_BASE;Residentiel;1.2255;1.2255;1.113652331;100;100
2024-07-23T05:30:00+02:00;RES1_BASE;Residentiel;0.5335;0.5335;0.502826152;100;100
2024-07-23T12:00:00+02:00;RES1_BASE;Residentiel;1.1265;1.1265;0.952663383;100;100
2024-07-23T13:30:00+02:00;RES1_BASE;Residentiel;1.0129;1.0129;0.87409438;100;100
2024-07-23T15:30:00+02:00;RES1_BASE;Residentiel;0.8829;0.8829;0.781377255;100;100
2024-07-23T17:00:00+02:00;RES1_BASE;Residentiel;0.8726;0.8726;0.803275509;100;100
2024-07-23T18:30:00+02:00;RES1_BASE;Residentiel;1.074;1.074;0.977632369;100;100
2024-07-23T19:30:00+02:00;RES1_BASE;Residentiel;1.2065;1.2065;1.102261939;100;100
2024-07-23T21:00:00+02:00;RES1_BASE;Residentiel;1.1755;1.1755;1.010128112;100;100
2024-07-23T22:00:00+02:00;RES1_BASE;Residentiel;1.0851;1.0851;0.929940589;100;100
2024-07-24T04:30:00+02:00;RES1_BASE;Residentiel;0.5167;0.5167;0.49042692;100;100
2024-07-24T13:30:00+02:00;RES1_BASE;Residentiel;1.0117;1.0117;0.891570637;100;100
2024-07-25T02:30:00+02:00;RES1_BASE;Residentiel;0.5406;0.5406;0.52128659;100;100
2024-07-25T03:00:00+02:00;RES1_BASE;Residentiel;0.5397;0.5397;0.507400524;100;100
2024-07-25T03:30:00+02:00;RES1_BASE;Residentiel;0.5175;0.5175;0.50052637;100;100
2024-07-25T04:30:00+02:00;RES1_BASE;Residentiel;0.5124;0.5124;0.492514835;100;100
2024-07-25T08:00:00+02:00;RES1_BASE;Residentiel;0.8767;0.8767;0.715816474;100;100
2024-07-25T21:30:00+02:00;RES1_BASE;Residentiel;1.1564;1.1564;0.970981021;100;100
2024-07-26T13:00:00+02:00;RES1_BASE;Residentiel;1.0579;1.0579;0.952633911;100;100
2024-07-26T15:00:00+02:00;RES1_BASE;Residentiel;0.8991;0.8991;0.854498581;100;100
2024-07-27T02:00:00+02:00;RES1_BASE;Residentiel;0.5596;0.5596;0.557048009;100;100
2024-07-27T06:00:00+02:00;RES1_BASE;Residentiel;0.5483;0.5483;0.527032689;100;100
2024-07-27T08:30:00+02:00;RES1_BASE;Residentiel;0.8761;0.8761;0.754750987;100;100
2024-07-27T10:30:00+02:00;RES1_BASE;Residentiel;1.0145;1.0145;0.907970927;100;100
2024-07-27T12:00:00+02:00;RES1_BASE;Residentiel;1.1779;1.1779;1.055732654;100;100
2024-07-27T16:00:00+02:00;RES1_BASE;Residentiel;0.928;0.928;0.904794513;100;100
2024-07-28T01:30:00+02:00;RES1_BASE;Residentiel;0.5963;0.5963;0.578909319;100;100
2024-07-28T02:00:00+02:00;RES1_BASE;Residentiel;0.5754;0.5754;0.555630544;100;100
2024-07-28T06:30:00+02:00;RES1_BASE;Residentiel;0.5553;0.5553;0.53424647;100;100
2024-07-28T07:30:00+02:00;RES1_BASE;Residentiel;0.68;0.68;0.618735487;100;100
2024-07-28T13:30:00+02:00;RES1_BASE;Residentiel;1.0653;1.0653;1.00744899;100;100
2024-07-28T14:00:00+02:00;RES1_BASE;Residentiel;1.02;1.02;0.967150937;100;100
2024-07-29T06:00:00+02:00;RES1_BASE;Residentiel;0.5793;0.5793;0.54754895;100;100
2024-07-29T07:00:00+02:00;RES1_BASE;Residentiel;0.7161;0.7161;0.628362398;100;100
2024-07-29T12:00:00+02:00;RES1_BASE;Residentiel;1.1265;1.1265;1.018767716;100;100
2024-07-29T14:30:00+02:00;RES1_BASE;Residentiel;0.9525;0.9525;0.893914688;100;100
2024-07-29T15:30:00+02:00;RES1_BASE;Residentiel;0.8875;0.8875;0.880962661;100;100
2024-07-29T16:00:00+02:00;RES1_BASE;Residentiel;0.8745;0.8745;0.892007706;100;100
2024-07-29T18:30:00+02:00;RES1_BASE;Residentiel;1.0919;1.0919;1.037888821;100;100
2024-07-30T03:00:00+02:00;RES1_BASE;Residentiel;0.5329;0.5329;0.553546952;100;100
2024-07-30T07:00:00+02:00;RES1_BASE;Residentiel;0.7251;0.7251;0.653913326;100;100
2024-07-30T11:00:00+02:00;RES1_BASE;Residentiel;1.01;1.01;0.889613873;100;100
2024-07-30T18:00:00+02:00;RES1_BASE;Residentiel;0.9843;0.9843;1.021748695;100;100
2024-07-30T22:00:00+02:00;RES1_BASE;Residentiel;1.0761;1.0761;1.046949798;100;100
2024-07-31T05:00:00+02:00;RES1_BASE;Residentiel;0.5245;0.5245;0.56145431;100;100
2024-07-31T13:00:00+02:00;RES1_BASE;Residentiel;1.0559;1.0559;1.032694936;100;100
2024-07-31T23:30:00+02:00;RES1_BASE;Residentiel;0.7825;0.7825;0.831786444;100;100
2024-07-01T02:30:00+02:00;RES1_BASE;Residentiel;0.5266;0.5266;0.492134625;100;100
2024-07-01T07:00:00+02:00;RES1_BASE;Residentiel;0.7966;0.7966;0.664446445;100;100
2024-07-01T08:00:00+02:00;RES1_BASE;Residentiel;0.9284;0.9284;0.73138426;100;100
2024-07-01T08:30:00+02:00;RES1_BASE;Residentiel;0.9258;0.9258;0.74727394;100;100
2024-07-01T14:00:00+02:00;RES1_BASE;Residentiel;0.9816;0.9816;0.806235072;100;100
2024-07-01T16:00:00+02:00;RES1_BASE;Residentiel;0.8727;0.8727;0.742741723;100;100
2024-07-02T06:00:00+02:00;RES1_BASE;Residentiel;0.5917;0.5917;0.525284381;100;100
2024-07-02T06:30:00+02:00;RES1_BASE;Residentiel;0.6705;0.6705;0.57720798;100;100
2024-07-02T09:00:00+02:00;RES1_BASE;Residentiel;0.8957;0.8957;0.738792687;100;100
2024-07-02T13:30:00+02:00;RES1_BASE;Residentiel;0.9813;0.9813;0.824006842;100;100
2024-07-03T01:30:00+02:00;RES1_BASE;Residentiel;0.5467;0.5467;0.518685996;100;100
2024-07-03T03:30:00+02:00;RES1_BASE;Residentiel;0.506;0.506;0.465720414;100;100
2024-07-03T11:00:00+02:00;RES1_BASE;Residentiel;1.0086;1.0086;0.83832371;100;100
2024-07-03T19:30:00+02:00;RES1_BASE;Residentiel;1.2249;1.2249;1.115794145;100;100
2024-07-03T20:00:00+02:00;RES1_BASE;Residentiel;1.2136;1.2136;1.080516289;100;100
2024-07-04T02:30:00+02:00;RES1_BASE;Residentiel;0.5352;0.5352;0.484146782;100;100
2024-07-04T17:00:00+02:00;RES1_BASE;Residentiel;0.8797;0.8797;0.762974198;100;100
2024-07-05T01:30:00+02:00;RES1_BASE;Residentiel;0.5603;0.5603;0.517320557;100;100
2024-07-05T05:00:00+02:00;RES1_BASE;Residentiel;0.5283;0.5283;0.471268177;100;100
2024-07-05T06:30:00+02:00;RES1_BASE;Residentiel;0.6725;0.6725;0.571839903;100;100
2024-07-05T08:00:00+02:00;RES1_BASE;Residentiel;0.9211;0.9211;0.755315689;100;100
2024-07-05T09:30:00+02:00;RES1_BASE;Residentiel;0.9134;0.9134;0.771193561;100;100
2024-07-05T16:30:00+02:00;RES1_BASE;Residentiel;0.8814;0.8814;0.76887357;100;100
2024-07-06T02:00:00+02:00;RES1_BASE;Residentiel;0.5487;0.5487;0.524000259;100;100
2024-07-06T02:30:00+02:00;RES1_BASE;Residentiel;0.5374;0.5374;0.506876029;100;100
2024-07-06T03:30:00+02:00;RES1_BASE;Residentiel;0.5199;0.5199;0.483065176;100;100
2024-07-06T06:00:00+02:00;RES1_BASE;Residentiel;0.5496;0.5496;0.506527419;100;100
2024-07-06T11:00:00+02:00;RES1_BASE;Residentiel;1.0948;1.0948;0.94347878;100;100
2024-07-06T22:00:00+02:00;RES1_BASE;Residentiel;1.0371;1.0371;0.86801498;100;100
2024-07-07T01:30:00+02:00;RES1_BASE;Residentiel;0.5994;0.5994;0.531158286;100;100
2024-07-07T07:30:00+02:00;RES1_BASE;Residentiel;0.699;0.699;0.611493672;100;100
2024-07-07T08:30:00+02:00;RES1_BASE;Residentiel;0.874;0.874;0.755107761;100;100
2024-07-07T20:00:00+02:00;RES1_BASE;Residentiel;1.1808;1.1808;1.051521855;100;100
2024-07-07T21:30:00+02:00;RES1_BASE;Residentiel;1.1414;1.1414;0.95448185;100;100
2024-07-07T22:30:00+02:00;RES1_BASE;Residentiel;0.9978;0.9978;0.847571162;100;100
2024-07-07T23:30:00+02:00;RES1_BASE;Residentiel;0.7788;0.7788;0.695942772;100;100
2024-07-08T01:30:00+02:00;RES1_BASE;Residentiel;0.574;0.574;0.520369631;100;100
2024-07-08T04:30:00+02:00;RES1_BASE;Residentiel;0.5216;0.5216;0.457026654;100;100
2024-07-08T09:00:00+02:00;RES1_BASE;Residentiel;0.9312;0.9312;0.769131824;100;100
2024-07-08T09:30:00+02:00;RES1_BASE;Residentiel;0.9454;0.9454;0.784333389;100;100
2024-07-08T13:30:00+02:00;RES1_BASE;Residentiel;1.0183;1.0183;0.864977042;100;100
2024-07-08T21:30:00+02:00;RES1_BASE;Residentiel;1.1836;1.1836;0.966219554;100;100
2024-07-09T01:30:00+02:00;RES1_BASE;Residentiel;0.5534;0.5534;0.520073916;100;100
2024-07-09T05:00:00+02:00;RES1_BASE;Residentiel;0.5292;0.5292;0.468893102;100;100
2024-07-09T10:00:00+02:00;RES1_BASE;Residentiel;0.9168;0.9168;0.777473405;100;100
2024-07-09T12:30:00+02:00;RES1_BASE;Residentiel;1.0774;1.0774;0.922864998;100;100
2024-07-10T01:30:00+02:00;RES1_BASE;Residentiel;0.5585;0.5585;0.542800258;100;100
2024-07-10T03:00:00+02:00;RES1_BASE;Residentiel;0.5289;0.5289;0.49186855;100;100
2024-07-10T05:00:00+02:00;RES1_BASE;Residentiel;0.5185;0.5185;0.479259898;100;100
2024-07-10T10:00:00+02:00;RES1_BASE;Residentiel;0.9458;0.9458;0.786242774;100;100
2024-07-10T11:00:00+02:00;RES1_BASE;Residentiel;1.017;1.017;0.824956151;100;100
2024-07-10T19:00:00+02:00;RES1_BASE;Residentiel;1.176;1.176;1.086142695;100;100
2024-07-10T22:30:00+02:00;RES1_BASE;Residentiel;0.9832;0.9832;0.88635216;100;100
2024-07-10T23:30:00+02:00;RES1_BASE;Residentiel;0.7791;0.7791;0.722803134;100;100
2024-07-11T08:00:00+02:00;RES1_BASE;Residentiel;0.915;0.915;0.733525;100;100
2024-07-11T09:30:00+02:00;RES1_BASE;Residentiel;0.8848;0.8848;0.788216994;100;100
2024-07-11T10:00:00+02:00;RES1_BASE;Residentiel;0.8952;0.8952;0.79315489;100;100
2024-07-11T14:00:00+02:00;RES1_BASE;Residentiel;0.9469;0.9469;0.850040958;100;100
2024-07-11T17:00:00+02:00;RES1_BASE;Residentiel;0.8866;0.8866;0.82115437;100;100
2024-07-11T19:00:00+02:00;RES1_BASE;Residentiel;1.1806;1.1806;1.086255741;100;100
2024-07-12T00:30:00+02:00;RES1_BASE;Residentiel;0.6308;0.6308;0.618814071;100;100
2024-07-12T03:30:00+02:00;RES1_BASE;Residentiel;0.5211;0.5211;0.496935388;100;100
2024-07-12T12:00:00+02:00;RES1_BASE;Residentiel;1.1053;1.1053;0.970133698;100;100
2024-07-12T15:30:00+02:00;RES1_BASE;Residentiel;0.8944;0.8944;0.80671427;100;100
2024-07-12T17:30:00+02:00;RES1_BASE;Residentiel;0.9246;0.9246;0.855703488;100;100
2024-07-12T18:00:00+02:00;RES1_BASE;Residentiel;0.9644;0.9644;0.887176025;100;100
2024-07-12T21:00:00+02:00;RES1_BASE;Residentiel;1.1502;1.1502;0.975527791;100;100
2024-07-13T06:00:00+02:00;RES1_BASE;Residentiel;0.5483;0.5483;0.504217389;100;100
2024-07-13T13:30:00+02:00;RES1_BASE;Residentiel;1.0967;1.0967;0.953218399;100;100
2024-07-13T16:00:00+02:00;RES1_BASE;Residentiel;0.9379;0.9379;0.825222857;100;100
2024-07-13T19:00:00+02:00;RES1_BASE;Residentiel;1.101;1.101;0.942903849;100;100
2024-07-13T23:30:00+02:00;RES1_BASE;Residentiel;0.8052;0.8052;0.6851584;100;100
2024-07-14T08:30:00+02:00;RES1_BASE;Residentiel;0.8592;0.8592;0.727845154;100;100
2024-07-14T20:00:00+02:00;RES1_BASE;Residentiel;1.1723;1.1723;1.032489241;100;100
2024-07-14T22:00:00+02:00;RES1_BASE;Residentiel;1.0985;1.0985;0.880188948;100;100
2024-07-15T02:00:00+02:00;RES1_BASE;Residentiel;0.5465;0.5465;0.518759802;100;100
2024-07-15T08:00:00+02:00;RES1_BASE;Residentiel;0.8907;0.8907;0.705451694;100;100
2024-07-15T09:00:00+02:00;RES1_BASE;Residentiel;0.9214;0.9214;0.752042196;100;100
2024-07-15T18:00:00+02:00;RES1_BASE;Residentiel;1.0081;1.0081;0.898848037;100;100
2024-07-16T01:00:00+02:00;RES1_BASE;Residentiel;0.5862;0.5862;0.565834151;100;100
2024-07-16T03:30:00+02:00;RES1_BASE;Residentiel;0.522;0.522;0.48620908;100;100
2024-07-16T06:30:00+02:00;RES1_BASE;Residentiel;0.6642;0.6642;0.566302799;100;100
2024-07-16T17:00:00+02:00;RES1_BASE;Residentiel;0.8767;0.8767;0.787515274;100;100
2024-07-16T18:00:00+02:00;RES1_BASE;Residentiel;1.0033;1.0033;0.898471187;100;100
2024-07-16T20:00:00+02:00;RES1_BASE;Residentiel;1.2209;1.2209;1.093327978;100;100
2024-07-16T20:30:00+02:00;RES1_BASE;Residentiel;1.1958;1.1958;1.04338396;100;100
2024-07-17T05:00:00+02:00;RES1_BASE;Residentiel;0.5222;0.5222;0.476877371;100;100
2024-07-17T08:30:00+02:00;RES1_BASE;Residentiel;0.9106;0.9106;0.748889595;100;100
2024-07-17T13:00:00+02:00;RES1_BASE;Residentiel;1.0565;1.0565;0.891788949;100;100
2024-07-17T14:30:00+02:00;RES1_BASE;Residentiel;0.928;0.928;0.803068899;100;100
2024-07-17T18:30:00+02:00;RES1_BASE;Residentiel;1.0731;1.0731;0.964921463;100;100
2024-07-17T23:00:00+02:00;RES1_BASE;Residentiel;0.8941;0.8941;0.783357948;100;100
2024-07-18T02:00:00+02:00;RES1_BASE;Residentiel;0.5502;0.5502;0.516540362;100;100
2024-07-18T04:30:00+02:00;RES1_BASE;Residentiel;0.5166;0.5166;0.473740484;100;100
2024-07-18T05:00:00+02:00;RES1_BASE;Residentiel;0.5347;0.5347;0.480015668;100;100
2024-07-18T09:00:00+02:00;RES1_BASE;Residentiel;0.8826;0.8826;0.750714623;100;100
2024-07-18T11:30:00+02:00;RES1_BASE;Residentiel;1.0393;1.0393;0.897057757;100;100
2024-07-18T19:00:00+02:00;RES1_BASE;Residentiel;1.1676;1.1676;1.051183385;100;100
2024-07-18T23:30:00+02:00;RES1_BASE;Residentiel;0.7715;0.7715;0.737459566;100;100
2024-07-19T01:00:00+02:00;RES1_BASE;Residentiel;0.593;0.593;0.594619474;100;100
2024-07-19T02:30:00+02:00;RES1_BASE;Residentiel;0.5378;0.5378;0.525812794;100;100
2024-07-19T03:30:00+02:00;RES1_BASE;Residentiel;0.524;0.524;0.504960423;100;100
2024-07-19T13:00:00+02:00;RES1_BASE;Residentiel;1.0628;1.0628;0.939378071;100;100
2024-07-19T17:30:00+02:00;RES1_BASE;Residentiel;0.9231;0.9231;0.898476072;100;100
2024-07-19T23:00:00+02:00;RES1_BASE;Residentiel;0.8981;0.8981;0.827723527;100;100
2024-07-20T02:00:00+02:00;RES1_BASE;Residentiel;0.5544;0.5544;0.572489553;100;100
2024-07-20T08:30:00+02:00;RES1_BASE;Residentiel;0.8923;0.8923;0.786830388;100;100
2024-07-20T11:30:00+02:00;RES1_BASE;Residentiel;1.1443;1.1443;0.993575502;100;100
2024-07-20T12:30:00+02:00;RES1_BASE;Residentiel;1.1738;1.1738;1.044814958;100;100
2024-07-20T13:30:00+02:00;RES1_BASE;Residentiel;1.0941;1.0941;1.008144046;100;100
2024-07-20T17:30:00+02:00;RES1_BASE;Residentiel;0.9347;0.9347;0.916354601;100;100
2024-07-21T12:00:00+02:00;RES1_BASE;Residentiel;1.2214;1.2214;1.144171177;100;100
2024-07-21T15:00:00+02:00;RES1_BASE;Residentiel;0.9607;0.9607;0.917049861;100;100
2024-07-21T17:00:00+02:00;RES1_BASE;Residentiel;0.9117;0.9117;0.887543951;100;100
2024-07-21T23:00:00+02:00;RES1_BASE;Residentiel;0.8601;0.8601;0.785291288;100;100
2024-07-22T02:00:00+02:00;RES1_BASE;Residentiel;0.5468;0.5468;0.533117831;100;100
2024-07-22T06:30:00+02:00;RES1_BASE;Residentiel;0.6438;0.6438;0.579684003;100;100
2024-07-22T07:00:00+02:00;RES1_BASE;Residentiel;0.7372;0.7372;0.621430973;100;100
2024-07-22T08:30:00+02:00;RES1_BASE;Residentiel;0.898;0.898;0.760106264;100;100
2024-07-22T10:30:00+02:00;RES1_BASE;Residentiel;0.9906;0.9906;0.828231148;100;100
2024-07-22T16:00:00+02:00;RES1_BASE;Residentiel;0.8753;0.8753;0.7955667;100;100
2024-07-22T22:30:00+02:00;RES1_BASE;Residentiel;0.9906;0.9906;0.839205542;100;100
2024-07-22T23:00:00+02:00;RES1_BASE;Residentiel;0.8822;0.8822;0.772916294;100;100
2024-07-23T01:00:00+02:00;RES1_BASE;Residentiel;0.5852;0.5852;0.569548077;100;100
2024-07-23T05:00:00+02:00;RES1_BASE;Residentiel;0.5335;0.5335;0.489503539;100;100
2024-07-23T10:00:00+02:00;RES1_BASE;Residentiel;0.9285;0.9285;0.788740995;100;100
2024-07-23T12:30:00+02:00;RES1_BASE;Residentiel;1.0731;1.0731;0.929822404;100;100
2024-07-23T16:30:00+02:00;RES1_BASE;Residentiel;0.8537;0.8537;0.797709525;100;100
2024-07-23T20:00:00+02:00;RES1_BASE;Residentiel;1.2056;1.2056;1.100006077;100;100
2024-07-24T01:30:00+02:00;RES1_BASE;Residentiel;0.5676;0.5676;0.552850917;100;100
2024-07-24T15:30:00+02:00;RES1_BASE;Residentiel;0.8709;0.8709;0.814482207;100;100
2024-07-24T23:00:00+02:00;RES1_BASE;Residentiel;0.8856;0.8856;0.785764658;100;100
2024-07-25T06:00:00+02:00;RES1_BASE;Residentiel;0.5859;0.5859;0.54833512;100;100
2024-07-25T06:30:00+02:00;RES1_BASE;Residentiel;0.6381;0.6381;0.580498444;100;100
2024-07-25T18:30:00+02:00;RES1_BASE;Residentiel;1.0572;1.0572;0.995455229;100;100
2024-07-25T20:30:00+02:00;RES1_BASE;Residentiel;1.1932;1.1932;1.039947893;100;100
2024-07-26T02:00:00+02:00;RES1_BASE;Residentiel;0.5517;0.5517;0.544429995;100;100
2024-07-26T04:30:00+02:00;RES1_BASE;Residentiel;0.5156;0.5156;0.500916968;100;100
2024-07-26T08:00:00+02:00;RES1_BASE;Residentiel;0.87;0.87;0.724981326;100;100
2024-07-26T16:30:00+02:00;RES1_BASE;Residentiel;0.8751;0.8751;0.865169053;100;100
2024-07-27T01:00:00+02:00;RES1_BASE;Residentiel;0.6071;0.6071;0.618424613;100;100
2024-07-27T02:30:00+02:00;RES1_BASE;Residentiel;0.5457;0.5457;0.539976603;100;100
2024-07-27T08:00:00+02:00;RES1_BASE;Residentiel;0.8052;0.8052;0.689853935;100;100
2024-07-27T12:30:00+02:00;RES1_BASE;Residentiel;1.152;1.152;1.057504439;100;100
2024-07-27T21:30:00+02:00;RES1_BASE;Residentiel;1.0742;1.0742;0.960168825;100;100
2024-07-28T04:30:00+02:00;RES1_BASE;Residentiel;0.5152;0.5152;0.500619815;100;100
2024-07-28T05:00:00+02:00;RES1_BASE;Residentiel;0.5135;0.5135;0.501686225;100;100
2024-07-28T09:30:00+02:00;RES1_BASE;Residentiel;1.0017;1.0017;0.868012466;100;100
2024-07-28T11:30:00+02:00;RES1_BASE;Residentiel;1.2179;1.2179;1.070058331;100;100
2024-07-28T15:00:00+02:00;RES1_BASE;Residentiel;0.9546;0.9546;0.928033122;100;100
2024-07-28T16:00:00+02:00;RES1_BASE;Residentiel;0.9127;0.9127;0.904759341;100;100
2024-07-28T19:00:00+02:00;RES1_BASE;Residentiel;1.1072;1.1072;1.07461714;100;100
2024-07-28T19:30:00+02:00;RES1_BASE;Residentiel;1.149;1.149;1.103299324;100;100
2024-07-29T06:30:00+02:00;RES1_BASE;Residentiel;0.6321;0.6321;0.580062136;100;100
2024-07-29T07:30:00+02:00;RES1_BASE;Residentiel;0.7923;0.7923;0.668351087;100;100
2024-07-29T09:30:00+02:00;RES1_BASE;Residentiel;0.9213;0.9213;0.814774028;100;100
2024-07-29T14:00:00+02:00;RES1_BASE;Residentiel;0.9914;0.9914;0.927135618;100;100
2024-07-30T00:30:00+02:00;RES1_BASE;Residentiel;0.6282;0.6282;0.667783814;100;100
2024-07-30T04:00:00+02:00;RES1_BASE;Residentiel;0.5132;0.5132;0.539872567;100;100
2024-07-30T05:00:00+02:00;RES1_BASE;Residentiel;0.532;0.532;0.534427594;100;100
2024-07-30T08:00:00+02:00;RES1_BASE;Residentiel;0.8676;0.8676;0.734322831;100;100
2024-07-30T09:30:00+02:00;RES1_BASE;Residentiel;0.9191;0.9191;0.81608739;100;100
2024-07-30T13:00:00+02:00;RES1_BASE;Residentiel;1.0538;1.0538;0.99793049;100;100
2024-07-30T15:00:00+02:00;RES1_BASE;Residentiel;0.9071;0.9071;0.915542634;100;100
2024-07-30T17:30:00+02:00;RES1_BASE;Residentiel;0.9268;0.9268;0.973956287;100;100
2024-07-30T19:30:00+02:00;RES1_BASE;Residentiel;1.1971;1.1971;1.18171802;100;100
2024-07-31T02:30:00+02:00;RES1_BASE;Residentiel;0.54;0.54;0.592592447;100;100
2024-07-31T10:00:00+02:00;RES1_BASE;Residentiel;0.9321;0.9321;0.884732398;100;100
2024-07-31T16:00:00+02:00;RES1_BASE;Residentiel;0.859;0.859;0.958542806;100;100
2024-07-31T19:30:00+02:00;RES1_BASE;Residentiel;1.2012;1.2012;1.20319503;100;100
2024-07-31T21:00:00+02:00;RES1_BASE;Residentiel;1.1651;1.1651;1.144582149;100;100
2024-07-12T02:30:00+02:00;RES1_BASE;Residentiel;0.534;0.534;0.522541277;100;100
2024-07-12T10:00:00+02:00;RES1_BASE;Residentiel;0.9264;0.9264;0.811287572;100;100
2024-07-12T14:00:00+02:00;RES1_BASE;Residentiel;0.9808;0.9808;0.868543432;100;100
2024-07-12T16:00:00+02:00;RES1_BASE;Residentiel;0.8849;0.8849;0.809231061;100;100
2024-07-12T20:00:00+02:00;RES1_BASE;Residentiel;1.1588;1.1588;1.044276604;100;100
2024-07-12T23:30:00+02:00;RES1_BASE;Residentiel;0.8132;0.8132;0.709411089;100;100
2024-07-13T05:00:00+02:00;RES1_BASE;Residentiel;0.5171;0.5171;0.473092048;100;100
2024-07-13T07:30:00+02:00;RES1_BASE;Residentiel;0.7288;0.7288;0.630181181;100;100
2024-07-13T10:00:00+02:00;RES1_BASE;Residentiel;1.0125;1.0125;0.86370489;100;100
2024-07-14T00:00:00+02:00;RES1_BASE;Residentiel;0.7436;0.7436;0.648391969;100;100
2024-07-14T01:00:00+02:00;RES1_BASE;Residentiel;4.6315;0.6315;0.567589962;100;100
2024-07-14T01:30:00+02:00;RES1_BASE;Residentiel;0.6004;0.6004;0.540128694;100;100
2024-07-14T05:30:00+02:00;RES1_BASE;Residentiel;0.5185;0.5185;0.471078291;100;100
2024-07-14T06:00:00+02:00;RES1_BASE;Residentiel;0.5354;0.5354;0.487662493;100;100
2024-07-14T09:00:00+02:00;RES1_BASE;Residentiel;0.9464;0.9464;0.8025288;100;100
2024-07-14T23:30:00+02:00;RES1_BASE;Residentiel;0.7747;0.7747;0.70586015;100;100
2024-07-15T05:30:00+02:00;RES1_BASE;Residentiel;0.5483;0.5483;0.491970425;100;100
2024-07-15T14:00:00+02:00;RES1_BASE;Residentiel;0.9862;0.9862;0.850470489;100;100
2024-07-15T14:30:00+02:00;RES1_BASE;Residentiel;0.9555;0.9555;0.815352914;100;100
2024-07-15T18:30:00+02:00;RES1_BASE;Residentiel;1.107;1.107;1.006472477;100;100
2024-07-15T20:00:00+02:00;RES1_BASE;Residentiel;1.2235;1.2235;1.100986448;100;100
2024-07-16T14:30:00+02:00;RES1_BASE;Residentiel;0.9313;0.9313;0.788448742;100;100
2024-07-16T18:30:00+02:00;RES1_BASE;Residentiel;1.0935;1.0935;0.978852793;100;100
2024-07-16T22:30:00+02:00;RES1_BASE;Residentiel;0.992;0.992;0.835100579;100;100
2024-07-16T23:30:00+02:00;RES1_BASE;Residentiel;0.7813;0.7813;0.702531285;100;100
2024-07-17T03:00:00+02:00;RES1_BASE;Residentiel;0.5344;0.5344;0.487526101;100;100
2024-07-17T07:30:00+02:00;RES1_BASE;Residentiel;0.8341;0.8341;0.680638467;100;100
2024-07-17T10:00:00+02:00;RES1_BASE;Residentiel;0.9453;0.9453;0.78673829;100;100
2024-07-17T11:30:00+02:00;RES1_BASE;Residentiel;1.0948;1.0948;0.88667657;100;100
2024-07-17T12:00:00+02:00;RES1_BASE;Residentiel;1.1443;1.1443;0.945194881;100;100
2024-07-17T15:30:00+02:00;RES1_BASE;Residentiel;0.8706;0.8706;0.778620064;100;100
2024-07-17T17:00:00+02:00;RES1_BASE;Residentiel;0.8862;0.8862;0.789161097;100;100
2024-07-17T19:30:00+02:00;RES1_BASE;Residentiel;1.2225;1.2225;1.065938047;100;100
2024-07-18T00:00:00+02:00;RES1_BASE;Residentiel;0.7026;0.7026;0.649677758;100;100
2024-07-18T10:30:00+02:00;RES1_BASE;Residentiel;0.942;0.942;0.796342462;100;100
2024-07-18T11:00:00+02:00;RES1_BASE;Residentiel;0.979;0.979;0.82952755;100;100
2024-07-18T17:00:00+02:00;RES1_BASE;Residentiel;0.8877;0.8877;0.815139585;100;100
2024-07-18T18:00:00+02:00;RES1_BASE;Residentiel;0.9782;0.9782;0.915905579;100;100
2024-07-18T19:30:00+02:00;RES1_BASE;Residentiel;1.215;1.215;1.070914232;100;100
2024-07-18T20:30:00+02:00;RES1_BASE;Residentiel;1.1977;1.1977;1.035519548;100;100
2024-07-19T05:30:00+02:00;RES1_BASE;Residentiel;0.5413;0.5413;0.516712254;100;100
2024-07-19T06:30:00+02:00;RES1_BASE;Residentiel;0.6508;0.6508;0.584727417;100;100
2024-07-19T10:00:00+02:00;RES1_BASE;Residentiel;0.9248;0.9248;0.801753093;100;100
2024-07-19T10:30:00+02:00;RES1_BASE;Residentiel;0.955;0.955;0.829369781;100;100
2024-07-19T20:30:00+02:00;RES1_BASE;Residentiel;1.1679;1.1679;1.036160102;100;100
2024-07-20T05:00:00+02:00;RES1_BASE;Residentiel;0.5206;0.5206;0.51834785;100;100
2024-07-20T10:00:00+02:00;RES1_BASE;Residentiel;0.9945;0.9945;0.881868466;100;100
2024-07-20T10:30:00+02:00;RES1_BASE;Residentiel;1.0248;1.0248;0.89570594;100;100
2024-07-21T00:00:00+02:00;RES1_BASE;Residentiel;0.7323;0.7323;0.732591986;100;100
2024-07-21T04:00:00+02:00;RES1_BASE;Residentiel;0.5136;0.5136;0.533182672;100;100
2024-07-21T04:30:00+02:00;RES1_BASE;Residentiel;0.5083;0.5083;0.526146992;100;100
2024-07-21T05:30:00+02:00;RES1_BASE;Residentiel;0.5101;0.5101;0.522347463;100;100
2024-07-21T16:00:00+02:00;RES1_BASE;Residentiel;5.143;0.9143;0.890223277;100;100
